,gts,preds
4139,15,15
4140,13,13
4141,13,13
4142,13,15
4143,13,13
4144,8,4
4145,13,4
4146,8,15
4147,8,9
4148,8,15
4149,8,8
4150,11,11
4151,15,15
4152,13,13
4153,15,15
4154,13,13
4155,13,15
4156,11,11
4157,15,15
4158,13,15
4159,11,11
4160,13,15
4161,13,13
4162,13,11
4163,13,15
4164,13,13
4165,15,15
4166,13,15
4167,8,15
4168,13,15
4169,13,13
4170,8,4
4171,13,15
4172,11,11
4173,13,15
4174,13,15
4175,13,15
4176,13,15
4177,15,15
4178,8,8
4179,13,4
4180,13,15
4181,13,13
4182,15,15
4183,8,8
4184,1,12
4185,8,8
4186,15,15
4187,13,15
4188,13,15
4189,8,11
4190,13,13
4191,13,15
4192,13,15
4193,8,15
4194,8,4
4195,8,15
4196,13,4
4197,13,15
4198,15,15
4199,13,4
4200,8,14
4201,13,15
4202,13,15
4203,13,15
4204,13,13
4205,13,13
4206,13,4
4207,15,15
4208,13,13
4209,13,15
4210,13,13
4211,13,15
4212,13,15
4213,13,15
4214,13,15
4215,13,13
4216,8,8
4217,13,15
4218,8,11
4219,13,15
4220,15,15
4221,13,15
4222,8,8
4223,13,15
4224,13,15
4225,13,15
4226,3,3
4227,13,13
4228,13,15
4229,13,15
4230,15,15
4231,13,15
4232,8,14
4233,13,15
4234,8,15
4235,13,8
4236,15,15
4237,13,4
4238,15,15
4239,8,8
4240,13,15
4241,15,15
4242,13,15
4243,8,4
4244,13,15
4245,8,15
4246,13,15
4247,13,15
4248,3,4
4249,8,11
4250,15,15
4251,8,15
4252,13,15
4253,8,4
4254,13,13
4255,13,15
4256,13,15
4257,13,15
4258,13,13
4259,13,15
4260,8,8
4261,13,15
4262,13,15
4263,13,15
4264,13,15
4265,8,15
4266,8,15
4267,13,15
4268,15,15
4269,13,15
4270,13,3
4271,15,15
4272,8,15
4273,11,11
4274,13,13
4275,13,13
4276,15,15
4277,13,15
4278,8,15
4279,8,15
4280,15,15
4281,13,15
4282,13,4
4283,13,15
4284,8,15
4285,15,15
4286,14,14
4287,13,13
4288,15,15
4289,15,15
4290,13,4
4291,13,15
4292,13,15
4293,8,9
4294,13,13
4295,13,13
4296,13,15
4297,15,15
4298,8,11
4299,13,15
4300,8,14
4301,8,8
4302,13,15
4303,13,15
4304,13,15
4305,13,15
4306,13,15
4307,13,11
4308,8,11
4309,13,9
4310,15,15
4311,8,6
4312,13,13
4313,11,11
4314,8,14
4315,13,15
4316,13,15
4317,13,15
4318,8,15
4319,13,15
4320,8,13
4321,15,15
4322,13,15
4323,15,15
4324,8,11
4325,13,15
4326,11,4
4327,15,15
4328,8,8
4329,8,4
4330,11,11
4331,13,13
4332,15,15
4333,15,15
4334,8,15
4335,13,15
4336,8,4
4337,13,15
4338,8,8
4339,11,11
4340,15,15
4341,15,15
4342,13,13
4343,8,4
4344,8,15
4345,8,11
4346,13,15
4347,13,15
4348,8,8
4349,15,15
4350,15,15
4351,13,4
4352,13,15
4353,13,15
4354,8,15
4355,13,15
4356,13,15
4357,13,15
4358,13,13
4359,13,15
4360,8,8
4361,13,9
4362,13,15
4363,13,15
4364,13,4
4365,9,9
4366,13,15
4367,8,8
4368,15,15
4369,13,15
4370,13,15
4371,13,13
4372,8,4
4373,8,8
4374,13,15
4375,13,15
4376,8,14
4377,15,15
4378,13,15
4379,13,15
4380,8,15
4381,13,15
4382,8,15
4383,15,15
4384,8,15
4385,15,15
4386,8,11
4387,13,15
4388,13,15
4389,13,15
4390,8,4
4391,13,15
4392,15,15
4393,15,15
4394,13,15
4395,13,15
4396,13,13
4397,8,15
4398,8,14
4399,13,15
4400,8,4
4401,11,11
4402,15,15
4403,13,8
4404,8,4
4405,8,15
4406,15,8
4407,13,4
4408,15,8
4409,15,15
4410,8,15
4411,13,15
4412,13,9
4413,13,15
4414,8,15
4415,13,15
4416,8,8
4417,8,14
4418,13,8
4419,15,15
4420,13,15
4421,13,15
4422,15,15
4423,13,15
4424,13,13
4425,11,11
4426,15,15
4427,13,15
4428,13,15
4429,13,15
4430,13,15
4431,13,13
4432,13,15
4433,13,4
4434,15,15
4435,13,13
4436,13,4
4437,13,13
4438,13,15
4439,11,11
4440,13,13
4441,13,15
4442,8,15
4443,13,13
4444,15,15
4445,13,15
4446,13,13
4447,13,15
4448,13,15
4449,8,14
4450,15,15
4451,8,15
4452,15,15
4453,13,13
4454,13,11
4455,13,15
4456,13,15
4457,15,15
4458,8,8
4459,13,15
4460,8,14
4461,13,15
4462,13,15
4463,13,15
4464,13,15
4465,11,11
4466,8,8
4467,15,15
4468,13,15
4469,8,4
4470,8,4
4471,15,15
4472,13,13
4473,13,13
4474,8,15
4475,13,13
4476,13,13
4477,8,15
4478,13,13
4479,13,15
4480,15,15
4481,8,4
4482,8,14
4483,13,15
4484,15,15
4485,15,8
4486,13,15
4487,13,15
4488,15,15
4489,13,15
4490,8,4
4491,8,8
4492,13,15
4493,13,15
4494,13,13
4495,13,15
4496,13,13
4497,13,15
4498,13,15
4499,15,15
4500,13,15
4501,13,4
4502,8,15
4503,15,15
4504,15,15
4505,13,15
4506,13,13
4507,13,15
4508,8,15
4509,15,15
4510,15,15
4511,13,13
4512,15,15
4513,15,15
4514,13,4
4515,13,15
4516,13,15
4517,13,15
4518,13,15
4519,8,15
4520,14,4
4521,8,15
4522,13,15
4523,8,15
4524,13,15
4525,13,15
4526,15,15
4527,15,15
4528,8,15
4529,8,15
4530,13,15
4531,13,15
4532,13,4
4533,13,15
4534,15,15
4535,11,11
4536,11,11
4537,13,13
4538,14,14
4539,13,15
4540,13,13
4541,13,15
4542,8,8
4543,15,15
4544,8,15
4545,8,15
4546,13,13
4547,13,13
4548,15,4
4549,13,13
4550,13,15
4551,13,15
4552,15,4
4553,8,15
4554,13,15
4555,13,13
4556,13,15
4557,13,13
4558,8,11
4559,8,15
4560,13,15
4561,13,4
4562,13,15
4563,8,8
4564,13,13
4565,8,14
4566,8,15
4567,15,15
4568,13,15
4569,13,14
4570,8,11
4571,13,13
4572,8,14
4573,13,13
4574,13,15
4575,13,15
4576,15,15
4577,15,15
4578,15,15
4579,11,11
4580,13,15
4581,13,15
4582,11,11
4583,13,15
4584,8,15
4585,13,15
4586,13,15
4587,13,15
4588,13,15
4589,13,8
4590,13,15
4591,13,15
4592,13,15
4593,8,8
4594,13,13
4595,8,14
4596,11,8
4597,8,8
4598,13,15
4599,8,15
4600,13,15
4601,13,15
4602,13,15
4603,8,8
4604,15,15
4605,13,15
4606,15,15
4607,13,4
4608,13,13
4609,15,15
4610,13,15
4611,13,15
4612,13,15
4613,13,15
4614,8,15
4615,15,15
4616,13,13
4617,15,15
4618,8,8
4619,13,15
4620,13,15
4621,8,4
4622,8,8
4623,15,15
4624,8,8
4625,15,15
4626,13,13
4627,13,15
4628,8,4
4629,13,15
4630,13,13
4631,15,4
4632,13,15
4633,15,15
4634,13,15
4635,13,15
4636,8,9
4637,13,15
4638,13,4
4639,8,8
4640,15,4
4641,13,15
4642,13,15
4643,8,15
4644,15,15
4645,15,15
4646,8,8
4647,8,8
4648,13,15
4649,13,15
4650,8,8
4651,13,15
4652,15,15
4653,11,11
4654,8,15
4655,13,4
4656,13,15
4657,13,13
4658,13,15
4659,15,15
4660,8,4
4661,13,13
4662,8,14
4663,13,15
4664,3,3
4665,8,11
4666,13,13
4667,8,15
4668,8,8
4669,15,15
4670,13,15
4671,8,8
4672,8,8
4673,8,8
4674,13,13
4675,13,15
4676,13,15
4677,8,14
4678,13,13
4679,13,15
4680,13,13
4681,8,15
4682,13,13
4683,15,15
4684,13,13
4685,13,13
4686,15,15
4687,13,15
4688,13,15
4689,13,15
4690,15,15
4691,13,15
4692,13,15
4693,13,15
4694,13,15
4695,13,15
4696,13,13
4697,15,15
4698,8,11
4699,15,15
4700,13,15
4701,15,15
4702,8,8
4703,13,9
4704,8,8
4705,13,4
4706,8,8
4707,13,15
4708,8,8
4709,13,15
4710,13,15
4711,13,15
4712,13,15
4713,13,4
4714,8,4
4715,13,13
4716,8,8
4717,13,13
4718,13,15
4719,13,15
4720,8,15
4721,13,15
4722,8,14
4723,8,15
4724,13,13
4725,13,3
4726,8,14
4727,15,15
4728,13,15
4729,13,15
4730,13,15
4731,15,15
4732,15,15
4733,13,13
4734,14,14
4735,8,8
4736,13,15
4737,13,15
4738,13,15
4739,13,15
4740,15,15
4741,13,15
4742,13,8
4743,13,15
4744,13,15
4745,8,15
4746,13,13
4747,8,9
4748,8,15
4749,11,11
4750,13,15
4751,8,4
4752,13,13
4753,8,15
4754,13,15
4755,8,14
4756,8,8
4757,11,14
4758,13,15
4759,15,15
4760,15,4
4761,8,13
4762,13,15
4763,13,15
4764,11,11
4765,15,15
4766,13,15
4767,13,15
4768,13,15
4769,15,15
4770,13,13
4771,11,11
4772,8,8
4773,8,8
4774,13,15
4775,8,8
4776,13,15
4777,8,15
4778,15,15
4779,15,15
4780,8,4
4781,8,15
4782,13,15
4783,13,13
4784,15,15
4785,13,15
4786,15,15
4787,8,8
4788,8,15
4789,13,15
4790,8,8
4791,15,15
4792,13,13
4793,1,9
4794,9,15
4795,3,3
4796,1,9
4797,0,0
4798,0,0
4799,0,0
4800,1,1
4801,1,1
4802,14,14
4803,9,9
4804,0,8
4805,0,0
4806,3,3
4807,3,3
4808,12,12
4809,1,0
4810,1,9
4811,9,9
4812,0,0
4813,8,8
4814,0,0
4815,0,0
4816,1,9
4817,1,6
4818,15,15
4819,15,15
4820,14,14
4821,0,0
4822,1,15
4823,6,6
4824,0,8
4825,0,0
4826,15,15
4827,1,15
4828,0,0
4829,0,0
4830,0,0
4831,0,0
4832,14,6
4833,15,15
4834,0,15
4835,8,8
4836,9,9
4837,9,12
4838,0,0
4839,0,0
4840,3,15
4841,1,9
4842,1,4
4843,0,0
4844,1,1
4845,1,1
4846,9,9
4847,1,1
4848,14,14
4849,15,15
4850,0,0
4851,1,9
4852,9,9
4853,9,12
4854,1,12
4855,9,9
4856,6,6
4857,15,15
4858,0,15
4859,15,15
4860,1,3
4861,0,0
4862,1,9
4863,0,15
4864,1,1
4865,1,1
4866,1,9
4867,9,9
4868,0,0
4869,1,9
4870,0,0
4871,8,11
4872,6,6
4873,1,9
4874,10,9
4875,0,0
4876,9,9
4877,9,15
4878,9,9
4879,0,15
4880,14,14
4881,9,1
4882,0,0
4883,1,9
4884,0,0
4885,1,9
4886,9,9
4887,0,0
4888,15,15
4889,0,0
4890,6,6
4891,6,6
4892,0,0
4893,3,3
4894,6,6
4895,1,9
4896,0,0
4897,0,0
4898,1,0
4899,1,9
4900,1,9
4901,6,6
4902,1,1
4903,0,0
4904,0,0
4905,15,0
4906,0,0
4907,1,1
4908,6,6
4909,15,15
4910,0,0
4911,6,12
4912,3,3
4913,14,6
4914,8,8
4915,0,0
4916,0,0
4917,8,0
4918,0,0
4919,9,9
4920,0,0
4921,15,3
4922,14,6
4923,6,6
4924,9,9
4925,9,1
4926,0,0
4927,6,6
4928,0,0
4929,1,0
4930,1,3
4931,14,14
4932,14,6
4933,15,15
4934,0,15
4935,9,9
4936,8,8
4937,9,9
4938,3,0
4939,0,0
4940,0,0
4941,0,15
4942,6,6
4943,3,3
4944,15,15
4945,0,0
4946,1,1
4947,1,15
4948,9,12
4949,0,15
4950,1,9
4951,0,0
4952,0,1
4953,0,1
4954,1,9
4955,1,1
4956,0,0
4957,0,0
4958,1,1
4959,1,9
4960,0,15
4961,1,1
4962,14,14
4963,0,0
4964,0,0
4965,8,12
4966,15,12
4967,0,14
4968,6,6
4969,1,9
4970,0,0
4971,0,12
4972,9,15
4973,1,9
4974,6,6
4975,9,9
4976,9,9
4977,1,1
4978,15,15
4979,9,9
4980,14,12
4981,1,9
4982,0,1
4983,1,9
4984,9,9
4985,0,0
4986,6,6
4987,1,15
4988,1,1
4989,6,6
4990,1,8
4991,6,6
4992,0,0
4993,0,4
4994,1,1
4995,14,6
4996,0,0
4997,1,8
4998,4,15
4999,1,3
5000,14,4
5001,0,0
5002,9,9
5003,1,1
5004,9,12
5005,6,12
5006,3,3
5007,1,15
5008,0,15
5009,1,1
5010,8,12
5011,6,6
5012,9,9
5013,0,0
5014,0,0
5015,15,15
5016,15,15
5017,1,6
5018,6,6
5019,9,9
5020,0,0
5021,0,15
5022,1,1
5023,0,0
5024,0,15
5025,0,0
5026,1,12
5027,0,0
5028,1,4
5029,0,0
5030,1,1
5031,1,1
5032,0,0
5033,3,3
5034,1,15
5035,1,1
5036,9,9
5037,1,14
5038,0,0
5039,0,1
5040,1,9
5041,1,1
5042,1,9
5043,1,15
5044,9,9
5045,12,12
5046,9,9
5047,0,0
5048,0,0
5049,1,9
5050,1,1
5051,0,0
5052,2,2
5053,1,15
5054,14,6
5055,6,6
5056,1,9
5057,9,2
5058,15,0
5059,15,15
5060,12,12
5061,9,9
5062,1,1
5063,0,0
5064,0,0
5065,6,6
5066,0,0
5067,0,0
5068,0,3
5069,6,6
5070,6,6
5071,0,0
5072,1,1
5073,1,6
5074,1,8
5075,6,6
5076,9,9
5077,1,1
5078,15,15
5079,8,1
5080,9,15
5081,1,1
5082,4,4
5083,1,9
5084,6,6
5085,9,9
5086,0,0
5087,15,15
5088,1,9
5089,1,1
5090,1,15
5091,1,1
5092,9,9
5093,9,9
5094,0,0
5095,6,6
5096,0,15
5097,0,0
5098,9,9
5099,15,15
5100,1,9
5101,9,9
5102,1,3
5103,14,14
5104,0,0
5105,0,0
5106,9,9
5107,0,1
5108,0,1
5109,0,0
5110,0,0
5111,3,3
5112,0,0
5113,1,15
5114,2,2
5115,0,0
5116,0,0
5117,0,0
5118,1,9
5119,15,15
5120,0,8
5121,9,9
5122,1,12
5123,0,0
5124,0,0
5125,1,9
5126,2,2
5127,15,15
5128,1,9
5129,8,8
5130,0,15
5131,9,0
5132,9,12
5133,0,0
5134,1,9
5135,0,0
5136,2,2
5137,1,15
5138,6,6
5139,0,0
5140,0,15
5141,1,9
5142,1,1
5143,0,15
5144,6,6
5145,6,12
5146,8,8
5147,0,0
5148,9,9
5149,1,9
5150,8,8
5151,0,0
5152,1,15
5153,8,8
5154,8,15
5155,8,8
5156,6,6
5157,9,1
5158,4,4
5159,9,9
5160,9,9
5161,1,1
5162,1,1
5163,0,0
5164,9,1
5165,1,9
5166,6,6
5167,15,15
5168,0,0
5169,1,0
5170,0,0
5171,6,6
5172,1,1
5173,9,9
5174,1,1
5175,0,4
5176,9,9
5177,0,0
5178,0,0
5179,0,0
5180,6,6
5181,1,8
5182,3,3
5183,6,6
5184,0,12
5185,0,0
5186,1,0
5187,9,9
5188,9,9
5189,8,9
5190,0,0
5191,0,0
5192,1,1
5193,1,9
5194,8,8
5195,6,6
5196,0,0
5197,6,6
5198,1,6
5199,0,0
5200,0,0
5201,3,3
5202,1,0
5203,6,6
5204,9,9
5205,0,0
5206,0,0
5207,1,9
5208,8,8
5209,8,0
5210,1,1
5211,1,9
5212,0,15
5213,8,8
5214,8,8
5215,0,0
5216,0,0
5217,9,9
5218,1,9
5219,3,15
5220,9,15
5221,0,0
5222,1,1
5223,0,0
5224,1,1
5225,1,1
5226,1,9
5227,1,1
5228,9,9
5229,6,6
5230,1,3
5231,1,8
5232,3,3
5233,0,15
5234,1,0
5235,0,4
5236,8,0
5237,12,12
5238,15,15
5239,9,9
5240,1,1
5241,1,1
5242,15,15
5243,1,9
5244,9,9
5245,0,0
5246,0,0
5247,0,0
5248,1,1
5249,1,1
5250,1,4
5251,6,6
5252,1,1
5253,0,0
5254,1,0
5255,3,3
5256,6,6
5257,6,6
5258,0,0
5259,1,9
5260,1,9
5261,6,6
5262,8,8
5263,9,9
5264,9,9
5265,0,15
5266,4,8
5267,0,11
5268,1,15
5269,9,9
5270,0,15
5271,0,0
5272,0,0
5273,1,1
5274,8,0
5275,9,9
5276,1,1
5277,8,8
5278,0,0
5279,11,11
5280,6,6
5281,1,1
5282,3,15
5283,3,3
5284,8,12
5285,0,0
5286,3,3
5287,0,0
5288,0,15
5289,8,8
5290,0,11
5291,9,9
5292,0,0
5293,1,1
5294,0,1
5295,0,0
5296,1,1
5297,8,0
5298,0,0
5299,0,0
5300,0,0
5301,1,15
5302,1,9
5303,0,0
5304,0,15
5305,0,0
5306,1,9
5307,1,9
5308,8,8
5309,8,8
5310,0,0
5311,0,0
5312,0,1
5313,0,10
5314,0,0
5315,0,0
5316,3,3
5317,1,9
5318,6,6
5319,0,0
5320,3,3
5321,1,1
5322,4,8
5323,1,15
5324,9,9
5325,0,0
5326,1,9
5327,0,0
5328,1,0
5329,1,1
5330,1,1
5331,8,1
5332,1,15
5333,0,8
5334,1,12
5335,0,15
5336,0,8
5337,9,9
5338,8,3
5339,3,6
5340,0,15
5341,1,1
5342,1,0
5343,9,9
5344,0,0
5345,6,6
5346,0,1
5347,9,9
5348,6,6
5349,0,4
5350,1,3
5351,8,8
5352,9,9
5353,0,0
5354,1,1
5355,9,9
5356,9,9
5357,0,4
5358,1,1
5359,3,3
5360,8,0
5361,1,1
5362,1,0
5363,1,8
5364,0,0
5365,0,0
5366,1,1
5367,1,6
5368,1,15
5369,1,6
5370,1,1
5371,0,0
5372,1,15
5373,9,12
5374,9,9
5375,15,0
5376,8,12
5377,1,15
5378,0,0
5379,14,14
5380,1,1
5381,9,9
5382,8,10
5383,0,0
5384,0,0
5385,6,3
5386,1,0
5387,6,6
5388,1,0
5389,1,0
5390,8,15
5391,0,0
5392,0,9
5393,9,9
5394,14,8
5395,15,15
5396,9,9
5397,0,0
5398,0,0
5399,1,0
5400,8,11
5401,3,6
5402,0,0
5403,1,1
5404,1,15
5405,0,0
5406,0,0
5407,6,6
5408,6,6
5409,1,1
5410,8,1
5411,0,0
5412,0,0
5413,0,0
5414,0,15
5415,9,9
5416,9,9
5417,1,1
5418,8,8
5419,3,12
5420,8,8
5421,0,0
5422,6,6
5423,9,9
5424,8,8
5425,9,9
5426,9,9
5427,9,9
5428,8,8
5429,1,0
5430,14,14
5431,8,8
5432,6,15
5433,1,9
5434,1,14
5435,0,0
5436,1,0
5437,0,0
5438,0,0
5439,1,9
5440,8,8
5441,1,3
5442,0,0
5443,0,0
5444,1,9
5445,9,9
5446,14,6
5447,0,0
5448,0,12
5449,0,15
5450,0,0
5451,6,6
5452,4,4
5453,0,0
5454,1,15
5455,1,0
5456,6,6
5457,0,1
5458,8,0
5459,0,4
5460,0,0
5461,8,12
5462,0,0
5463,0,15
5464,1,9
5465,6,6
5466,3,12
5467,1,6
5468,1,1
5469,6,6
5470,3,3
5471,9,9
5472,9,9
5473,15,3
5474,0,0
5475,1,0
5476,0,6
5477,1,9
5478,6,6
5479,0,1
5480,8,8
5481,6,6
5482,0,0
5483,0,0
5484,0,0
5485,1,9
5486,1,9
5487,6,6
5488,9,15
5489,0,4
5490,0,4
5491,0,0
5492,1,9
5493,1,1
5494,3,3
5495,9,9
5496,1,4
5497,1,6
5498,6,6
5499,8,11
5500,0,0
5501,0,0
5502,4,4
5503,1,15
5504,14,14
5505,8,8
5506,3,3
5507,1,1
5508,15,8
5509,8,15
5510,1,9
5511,0,0
5512,8,8
5513,15,0
5514,1,1
5515,0,0
5516,6,6
5517,6,6
5518,1,9
5519,8,4
5520,8,1
5521,0,3
5522,3,9
5523,1,1
5524,1,1
5525,2,2
5526,8,8
5527,1,0
5528,0,6
5529,1,12
5530,0,1
5531,9,9
5532,0,0
5533,0,0
5534,0,0
5535,1,1
5536,0,0
5537,9,9
5538,1,0
5539,0,0
5540,14,8
5541,1,9
5542,0,0
5543,0,0
5544,1,15
5545,6,6
5546,15,0
5547,8,4
5548,3,3
5549,1,0
5550,1,1
5551,1,9
5552,8,8
5553,0,0
5554,1,0
5555,1,9
5556,1,0
5557,0,0
5558,1,1
5559,6,6
5560,3,15
5561,1,9
5562,3,3
5563,0,8
5564,0,5
5565,0,0
5566,9,9
5567,3,15
5568,6,6
5569,0,15
5570,9,9
5571,1,1
5572,14,14
5573,8,8
5574,0,0
5575,0,0
5576,0,0
5577,1,1
5578,9,1
5579,6,6
5580,0,0
5581,14,8
5582,1,0
5583,1,1
5584,6,6
5585,1,15
5586,9,15
5587,14,6
5588,1,1
5589,0,0
5590,1,1
5591,1,3
5592,1,9
5593,8,8
5594,9,9
5595,9,9
5596,6,6
5597,9,9
5598,0,6
5599,0,0
5600,0,0
5601,1,9
5602,11,11
5603,1,9
5604,0,0
5605,0,0
5606,0,0
5607,14,6
5608,12,12
5609,14,14
5610,8,11
5611,8,8
5612,8,8
5613,15,15
5614,0,0
5615,14,14
5616,1,1
5617,0,6
5618,8,12
5619,0,0
5620,0,0
5621,1,9
5622,1,1
5623,9,9
5624,15,14
5625,0,0
5626,1,1
5627,1,8
5628,0,0
5629,9,9
5630,1,3
5631,0,9
5632,1,0
5633,0,15
5634,8,14
5635,6,6
5636,1,1
5637,0,8
5638,0,10
5639,11,11
5640,1,1
5641,1,1
5642,0,0
5643,0,0
5644,0,0
5645,6,6
5646,9,9
5647,0,1
5648,0,14
5649,15,15
5650,6,6
5651,0,0
5652,6,6
5653,1,0
5654,0,0
5655,9,9
5656,6,6
5657,8,8
5658,0,0
5659,0,0
5660,0,0
5661,0,0
5662,15,15
5663,0,0
5664,1,9
5665,9,9
5666,0,0
5667,14,6
5668,1,15
5669,1,0
5670,0,8
5671,1,1
5672,9,9
5673,15,15
5674,1,2
5675,0,0
5676,9,9
5677,8,8
5678,15,15
5679,0,0
5680,0,0
5681,9,9
5682,3,3
5683,3,3
5684,0,0
5685,0,0
5686,0,0
5687,1,1
5688,9,9
5689,1,9
5690,8,0
5691,14,14
5692,0,0
5693,15,15
5694,6,14
5695,0,0
5696,1,15
5697,1,9
5698,13,10
5699,0,0
5700,0,0
5701,0,4
5702,0,0
5703,14,14
5704,4,15
5705,9,9
5706,1,9
5707,2,2
5708,15,0
5709,0,0
5710,9,9
5711,0,0
5712,0,4
5713,1,1
5714,1,8
5715,9,1
5716,8,8
5717,1,1
5718,15,15
5719,2,2
5720,6,6
5721,15,4
5722,6,6
5723,9,9
5724,2,2
5725,0,0
5726,0,0
5727,0,0
5728,0,0
5729,1,9
5730,8,9
5731,1,1
5732,1,15
5733,13,4
5734,9,9
5735,9,9
5736,9,9
5737,8,0
5738,9,9
5739,8,8
5740,1,1
5741,0,0
5742,0,0
5743,9,8
5744,1,9
5745,9,1
5746,6,6
5747,0,0
5748,0,12
5749,9,9
5750,1,0
5751,0,0
5752,0,1
5753,4,4
5754,1,0
5755,3,3
5756,0,0
5757,9,9
5758,9,9
5759,0,3
5760,0,15
5761,0,0
5762,0,0
5763,9,9
5764,1,9
5765,1,3
5766,8,0
5767,8,15
5768,14,14
5769,0,4
5770,0,0
5771,0,0
5772,6,6
5773,9,9
5774,9,9
5775,0,0
5776,1,1
5777,8,8
5778,1,1
5779,8,8
5780,0,8
5781,0,0
5782,0,0
5783,0,0
5784,3,3
5785,8,8
5786,1,15
5787,0,0
5788,0,0
5789,8,8
5790,0,0
5791,1,1
5792,1,15
5793,0,0
5794,1,1
5795,0,0
5796,9,9
5797,1,8
5798,0,0
5799,0,15
5800,0,11
5801,0,0
5802,0,0
5803,8,0
5804,0,4
5805,0,15
5806,9,9
5807,0,14
5808,8,8
5809,8,8
5810,0,0
5811,0,15
5812,0,0
5813,0,0
5814,0,0
5815,1,15
5816,8,14
5817,1,15
5818,8,8
5819,0,8
5820,1,0
5821,0,1
5822,9,9
5823,0,0
5824,0,0
5825,0,0
5826,15,15
5827,0,0
5828,1,9
5829,0,0
5830,8,8
5831,8,15
5832,6,6
5833,9,9
5834,8,0
5835,0,0
5836,8,8
5837,0,14
5838,0,0
5839,0,0
5840,0,4
5841,3,3
5842,1,1
5843,0,0
5844,0,0
5845,0,0
5846,1,1
5847,15,9
5848,0,0
5849,6,6
5850,1,1
5851,0,0
5852,8,8
5853,14,14
5854,1,15
5855,0,0
5856,1,0
5857,6,6
5858,8,1
5859,15,0
5860,8,1
5861,15,15
5862,4,15
5863,0,0
5864,14,14
5865,0,0
5866,9,9
5867,0,15
5868,0,3
5869,0,0
5870,0,0
5871,0,0
5872,0,0
5873,0,12
5874,1,9
5875,1,1
5876,9,9
5877,0,0
5878,0,0
5879,0,12
5880,14,14
5881,1,0
5882,0,0
5883,0,0
5884,0,0
5885,0,1
5886,14,14
5887,8,8
5888,0,0
5889,0,3
5890,0,0
5891,1,8
5892,8,8
5893,3,3
5894,8,14
5895,0,0
5896,1,9
5897,1,1
5898,2,0
5899,1,0
5900,0,0
5901,0,0
5902,0,0
5903,3,3
5904,8,15
5905,0,0
5906,8,8
5907,0,0
5908,0,0
5909,0,0
5910,0,8
5911,0,0
5912,0,0
5913,14,6
5914,0,0
5915,1,1
5916,0,6
5917,0,0
5918,0,1
5919,6,6
5920,1,1
5921,0,0
5922,8,8
5923,14,14
5924,0,0
5925,0,0
5926,1,1
5927,1,15
5928,14,6
5929,1,15
5930,6,6
5931,0,0
5932,8,8
5933,0,0
5934,0,0
5935,0,0
5936,0,15
5937,1,1
5938,1,9
5939,8,15
5940,8,8
5941,8,8
5942,0,4
5943,0,0
5944,4,4
5945,0,0
5946,0,0
5947,0,0
5948,0,14
5949,4,14
5950,1,1
5951,1,1
5952,1,9
5953,0,8
5954,0,0
5955,13,10
5956,0,0
5957,0,4
5958,0,0
5959,0,0
5960,1,9
5961,0,0
5962,0,0
5963,1,1
5964,0,0
5965,1,1
5966,8,8
5967,3,3
5968,0,0
5969,0,15
5970,8,8
5971,0,0
5972,15,15
5973,0,0
5974,8,0
5975,8,8
5976,1,8
5977,8,14
5978,0,0
5979,0,6
5980,0,3
5981,0,15
5982,3,3
5983,0,0
5984,0,0
5985,4,6
5986,0,0
5987,0,0
5988,1,0
5989,0,0
5990,0,0
5991,0,0
5992,9,9
5993,0,0
5994,0,0
5995,6,6
5996,0,4
5997,15,14
5998,1,8
5999,3,3
6000,14,14
6001,0,0
6002,3,6
6003,0,0
6004,1,9
6005,1,1
6006,1,3
6007,14,14
6008,8,8
6009,0,8
6010,8,1
6011,0,0
6012,0,0
6013,0,0
6014,8,0
6015,8,8
6016,0,0
6017,0,0
6018,0,8
6019,6,14
6020,0,15
6021,1,1
6022,1,1
6023,1,1
6024,0,0
6025,1,9
6026,0,0
6027,0,0
6028,0,0
6029,0,4
6030,0,8
6031,1,0
6032,0,0
6033,4,8
6034,0,0
6035,1,9
6036,2,2
6037,0,8
6038,3,3
6039,1,1
6040,1,1
6041,0,0
6042,14,14
6043,8,1
6044,8,0
6045,14,14
6046,0,0
6047,0,0
6048,0,0
6049,1,0
6050,0,0
6051,0,0
6052,9,9
6053,13,3
6054,14,14
6055,8,2
6056,0,15
6057,1,3
6058,14,15
6059,1,8
6060,0,8
6061,0,0
6062,0,0
6063,0,0
6064,0,6
6065,0,0
6066,9,9
6067,1,9
6068,0,0
6069,0,8
6070,15,15
6071,8,6
6072,14,14
6073,0,0
6074,1,0
6075,1,9
6076,1,0
6077,6,6
6078,6,6
6079,0,0
6080,0,0
6081,14,14
6082,0,1
6083,0,0
6084,0,0
6085,0,0
6086,0,0
6087,0,0
6088,1,1
6089,0,0
6090,0,0
6091,0,0
6092,0,9
6093,14,15
6094,0,0
6095,9,9
6096,14,14
6097,0,8
6098,8,1
6099,0,0
6100,0,8
6101,1,4
6102,0,0
6103,0,0
6104,4,4
6105,1,3
6106,9,9
6107,0,0
6108,1,1
6109,14,14
6110,0,0
6111,0,15
6112,0,1
6113,0,0
6114,0,0
6115,1,9
6116,1,1
6117,1,9
6118,6,6
6119,9,8
6120,14,14
6121,8,8
6122,8,6
6123,1,0
6124,0,0
6125,3,3
6126,0,0
6127,1,3
6128,0,15
6129,1,1
6130,0,0
6131,1,9
6132,0,1
6133,9,9
6134,8,0
6135,0,4
6136,1,0
6137,0,0
